,country,athlete_name,sport_name,event_name,medal_type
13,Ukraine,YAKHNO Yelyzaveta,Artistic Swimming;SWA;,Team,Bronze Medal
14,Uganda,KIPLIMO Jacob,Athletics;ATH;,"Men's 10,000m",Bronze Medal
15,Canada,de GRASSE Andre,Athletics;ATH;,Men's 100m,Bronze Medal
16,Jamaica,LEVY Ronald,Athletics;ATH;,Men's 110m Hurdles,Bronze Medal
17,Great Britain,KERR Josh,Athletics;ATH;,Men's 1500m,Bronze Medal
18,United States of America,LYLES Noah,Athletics;ATH;,Men's 200m,Bronze Medal
19,Japan,YAMANISHI Toshikazu,Athletics;ATH;,Men's 20km Race Walk,Bronze Medal
0,Kenya,KIGEN Benjamin,Athletics;ATH;,Men's 3000m Steeplechase,Bronze Medal
1,Grenada,JAMES Kirani,Athletics;ATH;,Men's 400m,Bronze Medal
2,Brazil,dos SANTOS Alison,Athletics;ATH;,Men's 400m Hurdles,Bronze Medal
3,Canada,BLAKE Jerome,Athletics;ATH;,Men's 4 x 100m Relay,Bronze Medal
4,Canada,BROWN Aaron,Athletics;ATH;,Men's 4 x 100m Relay,Bronze Medal
5,Canada,de GRASSE Andre,Athletics;ATH;,Men's 4 x 100m Relay,Bronze Medal
6,Canada,RODNEY Brendon,Athletics;ATH;,Men's 4 x 100m Relay,Bronze Medal
7,Botswana,MAKWALA Isaac,Athletics;ATH;,Men's 4 x 400m Relay,Bronze Medal
8,Botswana,NDORI Bayapo,Athletics;ATH;,Men's 4 x 400m Relay,Bronze Medal
9,Botswana,NGOZI Zibane,Athletics;ATH;,Men's 4 x 400m Relay,Bronze Medal
10,Botswana,THEBE Baboloki,Athletics;ATH;,Men's 4 x 400m Relay,Bronze Medal
11,United States of America,CHELIMO Paul,Athletics;ATH;,Men's 5000m,Bronze Medal
12,Canada,DUNFEE Evan,Athletics;ATH;,Men's 50km Race Walk,Bronze Medal
13,Poland,DOBEK Patryk,Athletics;ATH;,Men's 800m,Bronze Medal
14,Australia,MOLONEY Ashley,Athletics;ATH;,Men's Decathlon,Bronze Medal
15,Austria,WEISSHAIDINGER Lukas,Athletics;ATH;,Men's Discus Throw,Bronze Medal
16,Poland,FAJDEK Pawel,Athletics;ATH;,Men's Hammer Throw,Bronze Medal
17,Belarus,NEDASEKAU Maksim,Athletics;ATH;,Men's High Jump,Bronze Medal
18,Czech Republic,VESELY Vitezslav,Athletics;ATH;,Men's Javelin Throw,Bronze Medal
19,Cuba,MASSO Maykel,Athletics;ATH;,Men's Long Jump,Bronze Medal
0,Belgium,ABDI Bashir,Athletics;ATH;,Men's Marathon,Bronze Medal
1,Brazil,BRAZ Thiago,Athletics;ATH;,Men's Pole Vault,Bronze Medal
2,New Zealand,WALSH Tomas,Athletics;ATH;,Men's Shot Put,Bronze Medal
3,Burkina Faso,ZANGO Hugues Fabrice,Athletics;ATH;,Men's Triple Jump,Bronze Medal
4,Ethiopia,GIDEY Letesenbet,Athletics;ATH;,"Women's 10,000m",Bronze Medal
5,Jamaica,JACKSON Shericka,Athletics;ATH;,Women's 100m,Bronze Medal
6,Jamaica,TAPPER Megan,Athletics;ATH;,Women's 100m Hurdles,Bronze Medal
7,Netherlands,HASSAN Sifan,Athletics;ATH;,Women's 1500m,Bronze Medal
8,United States of America,THOMAS Gabrielle,Athletics;ATH;,Women's 200m,Bronze Medal
9,People's Republic of China,LIU Hong,Athletics;ATH;,Women's 20km Race Walk,Bronze Medal
10,Kenya,KIYENG Hyvin,Athletics;ATH;,Women's 3000m Steeplechase,Bronze Medal
11,United States of America,FELIX Allyson,Athletics;ATH;,Women's 400m,Bronze Medal
12,Netherlands,BOL Femke,Athletics;ATH;,Women's 400m Hurdles,Bronze Medal
13,Great Britain,ASHER-SMITH Dina,Athletics;ATH;,Women's 4 x 100m Relay,Bronze Medal
14,Great Britain,LANSIQUOT Imani,Athletics;ATH;,Women's 4 x 100m Relay,Bronze Medal
15,Great Britain,NEITA Daryll,Athletics;ATH;,Women's 4 x 100m Relay,Bronze Medal
16,Great Britain,PHILIP Asha,Athletics;ATH;,Women's 4 x 100m Relay,Bronze Medal
17,Jamaica,BROMFIELD Junelle,Athletics;ATH;,Women's 4 x 400m Relay,Bronze Medal
18,Jamaica,JACKSON Shericka,Athletics;ATH;,Women's 4 x 400m Relay,Bronze Medal
19,Jamaica,McGREGOR Roneisha,Athletics;ATH;,Women's 4 x 400m Relay,Bronze Medal
0,Jamaica,McLEOD Candice,Athletics;ATH;,Women's 4 x 400m Relay,Bronze Medal
1,Jamaica,RUSSELL Janieve,Athletics;ATH;,Women's 4 x 400m Relay,Bronze Medal
2,Jamaica,WILLIAMS Stacey Ann,Athletics;ATH;,Women's 4 x 400m Relay,Bronze Medal
3,Ethiopia,TSEGAY Gudaf,Athletics;ATH;,Women's 5000m,Bronze Medal
4,United States of America,ROGERS Raevyn,Athletics;ATH;,Women's 800m,Bronze Medal
5,Cuba,PEREZ Yaime,Athletics;ATH;,Women's Discus Throw,Bronze Medal
6,Poland,KOPRON Malwina,Athletics;ATH;,Women's Hammer Throw,Bronze Medal
7,Netherlands,OOSTERWEGEL Emma,Athletics;ATH;,Women's Heptathlon,Bronze Medal
8,Ukraine,MAHUCHIKH Yaroslava,Athletics;ATH;,Women's High Jump,Bronze Medal
9,Australia,BARBER Kelsey-Lee,Athletics;ATH;,Women's Javelin Throw,Bronze Medal
10,Nigeria,BRUME Ese,Athletics;ATH;,Women's Long Jump,Bronze Medal
11,United States of America,SEIDEL Molly,Athletics;ATH;,Women's Marathon,Bronze Medal
12,Great Britain,BRADSHAW Holly,Athletics;ATH;,Women's Pole Vault,Bronze Medal
13,New Zealand,ADAMS Valerie,Athletics;ATH;,Women's Shot Put,Bronze Medal
14,Spain,PELETEIRO Ana,Athletics;ATH;,Women's Triple Jump,Bronze Medal
15,United States of America,DEADMON Bryce,Athletics;ATH;,4 x 400m Relay Mixed,Bronze Medal
16,United States of America,ELLIS Kendall,Athletics;ATH;,4 x 400m Relay Mixed,Bronze Medal
17,United States of America,GODWIN Elija,Athletics;ATH;,4 x 400m Relay Mixed,Bronze Medal
18,United States of America,IRBY Lynna,Athletics;ATH;,4 x 400m Relay Mixed,Bronze Medal
19,United States of America,MANSON Taylor,Athletics;ATH;,4 x 400m Relay Mixed,Bronze Medal
0,United States of America,NORWOOD Vernon,Athletics;ATH;,4 x 400m Relay Mixed,Bronze Medal
1,United States of America,STEWART Trevor,Athletics;ATH;,4 x 400m Relay Mixed,Bronze Medal
2,United States of America,WHITNEY Kaylin,Athletics;ATH;,4 x 400m Relay Mixed,Bronze Medal
3,Malaysia,CHIA Aaron,Badminton;BDM;,Men's Doubles,Bronze Medal
4,Malaysia,SOH Wooi Yik,Badminton;BDM;,Men's Doubles,Bronze Medal
5,Indonesia,GINTING Anthony Sinisuka,Badminton;BDM;,Men's Singles,Bronze Medal
6,Republic of Korea,KIM Soyeong,Badminton;BDM;,Women's Doubles,Bronze Medal
7,Republic of Korea,KONG Heeyong,Badminton;BDM;,Women's Doubles,Bronze Medal
8,India,PUSARLA V. Sindhu,Badminton;BDM;,Women's Singles,Bronze Medal
9,Japan,HIGASHINO Arisa,Badminton;BDM;,Mixed Doubles,Bronze Medal
10,Japan,WATANABE Yuta,Badminton;BDM;,Mixed Doubles,Bronze Medal
11,Dominican Republic,ALVAREZ Dario,Baseball/Softball;BSB;,Baseball,Bronze Medal
12,Dominican Republic,ARIAS Gabriel,Baseball/Softball;BSB;,Baseball,Bronze Medal
13,Dominican Republic,ASENCIO Jairo,Baseball/Softball;BSB;,Baseball,Bronze Medal
14,Dominican Republic,BALDWIN Roldani,Baseball/Softball;BSB;,Baseball,Bronze Medal
15,Dominican Republic,BAUTISTA Jose,Baseball/Softball;BSB;,Baseball,Bronze Medal
16,Dominican Republic,BONIFACIO Emilio,Baseball/Softball;BSB;,Baseball,Bronze Medal
17,Dominican Republic,CABRERA Melky,Baseball/Softball;BSB;,Baseball,Bronze Medal
18,Dominican Republic,CASTILLO Luis,Baseball/Softball;BSB;,Baseball,Bronze Medal
19,Dominican Republic,DIAZ Jose,Baseball/Softball;BSB;,Baseball,Bronze Medal
0,Dominican Republic,FRANCISCO Juan,Baseball/Softball;BSB;,Baseball,Bronze Medal
1,Dominican Republic,GARCIA Junior,Baseball/Softball;BSB;,Baseball,Bronze Medal
2,Dominican Republic,GUZMAN Jeison,Baseball/Softball;BSB;,Baseball,Bronze Medal
3,Dominican Republic,MARINEZ Jhan,Baseball/Softball;BSB;,Baseball,Bronze Medal
4,Dominican Republic,MEJIA Erick,Baseball/Softball;BSB;,Baseball,Bronze Medal
5,Dominican Republic,MERCEDES Cristopher,Baseball/Softball;BSB;,Baseball,Bronze Medal
6,Dominican Republic,MIESES Johan,Baseball/Softball;BSB;,Baseball,Bronze Medal
7,Dominican Republic,NUNEZ Gustavo,Baseball/Softball;BSB;,Baseball,Bronze Medal
8,Dominican Republic,PEREZ Yefri,Baseball/Softball;BSB;,Baseball,Bronze Medal
9,Dominican Republic,REYES Denyi,Baseball/Softball;BSB;,Baseball,Bronze Medal
10,Dominican Republic,RODRIGUEZ Julio,Baseball/Softball;BSB;,Baseball,Bronze Medal
11,Dominican Republic,ROSSO Ramon,Baseball/Softball;BSB;,Baseball,Bronze Medal
12,Dominican Republic,SANCHEZ Angel,Baseball/Softball;BSB;,Baseball,Bronze Medal
13,Dominican Republic,VALDES Raul,Baseball/Softball;BSB;,Baseball,Bronze Medal
14,Dominican Republic,VALERIO Charlie,Baseball/Softball;BSB;,Baseball,Bronze Medal
15,Canada,CAIRA Jenna,Baseball/Softball;BSB;,Softball,Bronze Medal
16,Canada,ENTZMINGER Emma,Baseball/Softball;BSB;,Softball,Bronze Medal
17,Canada,FRANKLIN Larissa,Baseball/Softball;BSB;,Softball,Bronze Medal
18,Canada,GILBERT Jen,Baseball/Softball;BSB;,Softball,Bronze Medal
19,Canada,GROENEWEGEN Sara,Baseball/Softball;BSB;,Softball,Bronze Medal
0,Canada,HARSHMAN Kelsey,Baseball/Softball;BSB;,Softball,Bronze Medal
1,Canada,HAYWARD Victoria,Baseball/Softball;BSB;,Softball,Bronze Medal
2,Canada,LAWRIE Danielle,Baseball/Softball;BSB;,Softball,Bronze Medal
3,Canada,LEUNG Janet,Baseball/Softball;BSB;,Softball,Bronze Medal
4,Canada,LYE Joey,Baseball/Softball;BSB;,Softball,Bronze Medal
5,Canada,POLIDORI Erika,Baseball/Softball;BSB;,Softball,Bronze Medal
6,Canada,RAFTER Kaleigh,Baseball/Softball;BSB;,Softball,Bronze Medal
7,Canada,REGULA Lauren,Baseball/Softball;BSB;,Softball,Bronze Medal
8,Canada,SALLING Jenn,Baseball/Softball;BSB;,Softball,Bronze Medal
9,Canada,WIDEMAN Natalie,Baseball/Softball;BSB;,Softball,Bronze Medal
10,Australia,BAYNES Aron,Basketball;BKB;,Men,Bronze Medal
11,Australia,DELLAVEDOVA Matthew,Basketball;BKB;,Men,Bronze Medal
12,Australia,EXUM Dante,Basketball;BKB;,Men,Bronze Medal
13,Australia,GOULDING Chris,Basketball;BKB;,Men,Bronze Medal
14,Australia,GREEN Josh,Basketball;BKB;,Men,Bronze Medal
15,Australia,INGLES Joe,Basketball;BKB;,Men,Bronze Medal
16,Australia,KAY Nic,Basketball;BKB;,Men,Bronze Medal
17,Australia,LANDALE Jock,Basketball;BKB;,Men,Bronze Medal
18,Australia,MILLS Patty,Basketball;BKB;,Men,Bronze Medal
19,Australia,REATH Duop Thomas,Basketball;BKB;,Men,Bronze Medal
0,Australia,SOBEY Nathan,Basketball;BKB;,Men,Bronze Medal
1,Australia,THYBULLE Matisse,Basketball;BKB;,Men,Bronze Medal
2,France,CHARTEREAU Alexia,Basketball;BKB;,Women,Bronze Medal
3,France,CIAK Helena,Basketball;BKB;,Women,Bronze Medal
4,France,DUCHET Alix,Basketball;BKB;,Women,Bronze Medal
5,France,FAUTHOUX Marine,Basketball;BKB;,Women,Bronze Medal
6,France,GRUDA Sandrine,Basketball;BKB;,Women,Bronze Medal
7,France,JOHANNES Marine,Basketball;BKB;,Women,Bronze Medal
8,France,MICHEL Sarah,Basketball;BKB;,Women,Bronze Medal
9,France,MIYEM Endene,Basketball;BKB;,Women,Bronze Medal
10,France,RUPERT Iliana,Basketball;BKB;,Women,Bronze Medal
11,France,TCHATCHOUANG Diandra,Basketball;BKB;,Women,Bronze Medal
12,France,VUKOSAVLJEVIC Valeriane,Basketball;BKB;,Women,Bronze Medal
13,France,WILLIAMS Gabby,Basketball;BKB;,Women,Bronze Medal
14,Qatar,TIJAN Ahmed,Beach Volleyball;VBV;,Men,Bronze Medal
15,Qatar,YOUNOUSSE Cherif,Beach Volleyball;VBV;,Men,Bronze Medal
16,Switzerland,HEIDRICH Joana,Beach Volleyball;VBV;,Women,Bronze Medal
17,Switzerland,VERGE-DEPRE Anouk,Beach Volleyball;VBV;,Women,Bronze Medal
18,Japan,TANAKA Ryomei,Boxing;BOX;,Men's Fly (48-52kg),Bronze Medal
19,Kazakhstan,BIBOSSINOV Saken,Boxing;BOX;,Men's Fly (48-52kg),Bronze Medal
0,Cuba,ALVAREZ Lazaro,Boxing;BOX;,Men's Feather (52-57kg),Bronze Medal
1,Ghana,TAKYI Samuel,Boxing;BOX;,Men's Feather (52-57kg),Bronze Medal
2,Armenia,BACHKOV Hovhannes,Boxing;BOX;,Men's Light (57-63kg),Bronze Medal
3,Australia,GARSIDE Harry,Boxing;BOX;,Men's Light (57-63kg),Bronze Medal
4,Ireland,WALSH Aidan,Boxing;BOX;,Men's Welter (63-69kg),Bronze Medal
5,ROC,ZAMKOVOI Andrei,Boxing;BOX;,Men's Welter (63-69kg),Bronze Medal
6,Philippines,MARCIAL Eumir,Boxing;BOX;,Men's Middle (69-75kg),Bronze Medal
7,ROC,BAKSHI Gleb,Boxing;BOX;,Men's Middle (69-75kg),Bronze Medal
8,Azerbaijan,ALFONSO DOMINGUEZ Loren Berto,Boxing;BOX;,Men's Light Heavy (75-81kg),Bronze Medal
9,ROC,KHATAEV Imam,Boxing;BOX;,Men's Light Heavy (75-81kg),Bronze Medal
10,Brazil,TEIXEIRA Abner,Boxing;BOX;,Men's Heavy (81-91kg),Bronze Medal
11,New Zealand,NYIKA David,Boxing;BOX;,Men's Heavy (81-91kg),Bronze Medal
12,Great Britain,CLARKE Frazer,Boxing;BOX;,Men's Super Heavy (+91kg),Bronze Medal
13,Kazakhstan,KUNKABAYEV Kamshybek,Boxing;BOX;,Men's Super Heavy (+91kg),Bronze Medal
14,Chinese Taipei,HUANG Hsiao-Wen,Boxing;BOX;,Women's Fly (48-51kg),Bronze Medal
15,Japan,NAMIKI Tsukimi,Boxing;BOX;,Women's Fly (48-51kg),Bronze Medal
16,Great Britain,ARTINGSTALL Karriss,Boxing;BOX;,Women's Feather (54-57kg),Bronze Medal
17,Italy,TESTA Irma,Boxing;BOX;,Women's Feather (54-57kg),Bronze Medal
18,Finland,POTKONEN Mira Marjut Johanna,Boxing;BOX;,Women's Light (57-60kg),Bronze Medal
19,Thailand,SEESONDEE Sudaporn,Boxing;BOX;,Women's Light (57-60kg),Bronze Medal
0,India,BORGOHAIN Lovlina,Boxing;BOX;,Women's Welter (64-69kg),Bronze Medal
1,United States of America,JONES Oshae,Boxing;BOX;,Women's Welter (64-69kg),Bronze Medal
2,Netherlands,FONTIJN Nouchka,Boxing;BOX;,Women's Middle (69-75kg),Bronze Medal
3,ROC,MAGOMEDALIEVA Zenfira,Boxing;BOX;,Women's Middle (69-75kg),Bronze Medal
4,Germany,TASIADIS Sideris,Canoe Slalom;CSL;,Men's Canoe,Bronze Medal
5,Germany,AIGNER Hannes,Canoe Slalom;CSL;,Men's Kayak,Bronze Medal
6,Germany,HERZOG Andrea,Canoe Slalom;CSL;,Women's Canoe,Bronze Medal
7,Australia,FOX Jessica,Canoe Slalom;CSL;,Women's Kayak,Bronze Medal
8,Republic of Moldova,TARNOVSCHI Serghei,Canoe Sprint;CSP;,Men's Canoe Single 1000m,Bronze Medal
9,Germany,BRENDEL Sebastian,Canoe Sprint;CSP;,Men's Canoe Double 1000m,Bronze Medal
10,Germany,HECKER Tim,Canoe Sprint;CSP;,Men's Canoe Double 1000m,Bronze Medal
11,Portugal,PIMENTA Fernando,Canoe Sprint;CSP;,Men's Kayak Single 1000m,Bronze Medal
12,Great Britain,HEATH Liam,Canoe Sprint;CSP;,Men's Kayak Single 200m,Bronze Medal
13,Czech Republic,DOSTAL Josef,Canoe Sprint;CSP;,Men's Kayak Double 1000m,Bronze Medal
14,Czech Republic,SLOUF Radek,Canoe Sprint;CSP;,Men's Kayak Double 1000m,Bronze Medal
15,Slovakia,BALAZ Samuel,Canoe Sprint;CSP;,Men's Kayak Four 500m,Bronze Medal
16,Slovakia,BOTEK Adam,Canoe Sprint;CSP;,Men's Kayak Four 500m,Bronze Medal
17,Slovakia,MYSAK Denis,Canoe Sprint;CSP;,Men's Kayak Four 500m,Bronze Medal
18,Slovakia,VLCEK Erik,Canoe Sprint;CSP;,Men's Kayak Four 500m,Bronze Medal
19,Ukraine,LUZAN Liudmyla,Canoe Sprint;CSP;,Women's Canoe Single 200m,Bronze Medal
0,Canada,VINCENT Katie,Canoe Sprint;CSP;,Women's Canoe Double 500m,Bronze Medal
1,Canada,VINCENT-LAPOINTE Laurence,Canoe Sprint;CSP;,Women's Canoe Double 500m,Bronze Medal
2,Denmark,JORGENSEN Emma Aastrand,Canoe Sprint;CSP;,Women's Kayak Single 200m,Bronze Medal
3,Denmark,JORGENSEN Emma Aastrand,Canoe Sprint;CSP;,Women's Kayak Single 500m,Bronze Medal
4,Hungary,BODONYI Dora,Canoe Sprint;CSP;,Women's Kayak Double 500m,Bronze Medal
5,Hungary,KOZAK Danuta,Canoe Sprint;CSP;,Women's Kayak Double 500m,Bronze Medal
6,Poland,ISKRZYCKA Justyna,Canoe Sprint;CSP;,Women's Kayak Four 500m,Bronze Medal
7,Poland,NAJA Karolina,Canoe Sprint;CSP;,Women's Kayak Four 500m,Bronze Medal
8,Poland,PULAWSKA Anna,Canoe Sprint;CSP;,Women's Kayak Four 500m,Bronze Medal
9,Poland,WISNIEWSKA Helena,Canoe Sprint;CSP;,Women's Kayak Four 500m,Bronze Medal
10,Great Britain,BROOKS Declan,Cycling BMX Freestyle;BMF;,Men's Park,Bronze Medal
11,Switzerland,DUCARROZ Nikita,Cycling BMX Freestyle;BMF;,Women's Park,Bronze Medal
12,Colombia,RAMIREZ YEPES Carlos Alberto,Cycling BMX Racing;BMX;,Men,Bronze Medal
13,Netherlands,SMULDERS Merel,Cycling BMX Racing;BMX;,Women,Bronze Medal
14,Spain,VALERO SERRANO David,Cycling Mountain Bike;MTB;,Men's Cross-country,Bronze Medal
15,Switzerland,INDERGAND Linda,Cycling Mountain Bike;MTB;,Women's Cross-country,Bronze Medal
16,Slovenia,POGACAR Tadej,Cycling Road;CRD;,Men's Road Race,Bronze Medal
17,Australia,DENNIS Rohan,Cycling Road;CRD;,Men's Individual Time Trial,Bronze Medal
18,Italy,LONGO BORGHINI Elisa,Cycling Road;CRD;,Women's Road Race,Bronze Medal
19,Netherlands,van der BREGGEN Anna,Cycling Road;CRD;,Women's Individual Time Trial,Bronze Medal
0,Netherlands,LAVREYSEN Harrie,Cycling Track;CTR;,Men's Keirin,Bronze Medal
1,France,GRONDIN Donavan,Cycling Track;CTR;,Men's Madison,Bronze Medal
2,France,THOMAS Benjamin,Cycling Track;CTR;,Men's Madison,Bronze Medal
3,Italy,VIVIANI Elia,Cycling Track;CTR;,Men's Omnium,Bronze Medal
4,Australia,HOWARD Leigh,Cycling Track;CTR;,Men's Team Pursuit,Bronze Medal
5,Australia,O'BRIEN Kelland,Cycling Track;CTR;,Men's Team Pursuit,Bronze Medal
6,Australia,PLAPP Lucas,Cycling Track;CTR;,Men's Team Pursuit,Bronze Medal
7,Australia,PORTER Alexander,Cycling Track;CTR;,Men's Team Pursuit,Bronze Medal
8,Australia,WELSFORD Sam,Cycling Track;CTR;,Men's Team Pursuit,Bronze Medal
9,Great Britain,CARLIN Jack,Cycling Track;CTR;,Men's Sprint,Bronze Medal
10,France,GRENGBO Florian,Cycling Track;CTR;,Men's Team Sprint,Bronze Medal
11,France,HELAL Rayan,Cycling Track;CTR;,Men's Team Sprint,Bronze Medal
12,France,VIGIER Sebastien,Cycling Track;CTR;,Men's Team Sprint,Bronze Medal
13,Canada,GENEST Lauriane,Cycling Track;CTR;,Women's Keirin,Bronze Medal
14,ROC,KHATUNTSEVA Gulnaz,Cycling Track;CTR;,Women's Madison,Bronze Medal
15,ROC,NOVOLODSKAIA Mariia,Cycling Track;CTR;,Women's Madison,Bronze Medal
16,Netherlands,WILD Kirsten,Cycling Track;CTR;,Women's Omnium,Bronze Medal
17,United States of America,DYGERT Chloe,Cycling Track;CTR;,Women's Team Pursuit,Bronze Medal
18,United States of America,JASTRAB Megan,Cycling Track;CTR;,Women's Team Pursuit,Bronze Medal
19,United States of America,VALENTE Jennifer,Cycling Track;CTR;,Women's Team Pursuit,Bronze Medal
0,United States of America,WHITE Emma,Cycling Track;CTR;,Women's Team Pursuit,Bronze Medal
1,United States of America,WILLIAMS Lily,Cycling Track;CTR;,Women's Team Pursuit,Bronze Medal
2,"Hong Kong, China",LEE Wai Sze,Cycling Track;CTR;,Women's Sprint,Bronze Medal
3,ROC,SHMELEVA Daria,Cycling Track;CTR;,Women's Team Sprint,Bronze Medal
4,ROC,VOINOVA Anastasiia,Cycling Track;CTR;,Women's Team Sprint,Bronze Medal
5,Great Britain,DALEY Thomas,Diving;DIV;,Men's 10m Platform,Bronze Medal
6,ROC,BONDAR Aleksandr,Diving;DIV;,Men's Synchronised 10m Platform,Bronze Medal
7,ROC,MINIBAEV Viktor,Diving;DIV;,Men's Synchronised 10m Platform,Bronze Medal
8,Great Britain,LAUGHER Jack,Diving;DIV;,Men's 3m Springboard,Bronze Medal
9,Germany,HAUSDING Patrick,Diving;DIV;,Men's Synchronised 3m Springboard,Bronze Medal
10,Germany,RUDIGER Lars,Diving;DIV;,Men's Synchronised 3m Springboard,Bronze Medal
11,Australia,WU Melissa,Diving;DIV;,Women's 10m Platform,Bronze Medal
12,Mexico,AGUNDEZ GARCIA Gabriela,Diving;DIV;,Women's Synchronised 10m Platform,Bronze Medal
13,Mexico,OROZCO LOZA Alejandra,Diving;DIV;,Women's Synchronised 10m Platform,Bronze Medal
14,United States of America,PALMER Krysta,Diving;DIV;,Women's 3m Springboard,Bronze Medal
15,Germany,HENTSCHEL Lena,Diving;DIV;,Women's Synchronised 3m Springboard,Bronze Medal
16,Germany,PUNZEL Tina,Diving;DIV;,Women's Synchronised 3m Springboard,Bronze Medal
17,Great Britain,DUJARDIN Charlotte,Equestrian;EQU;,Dressage Individual,Bronze Medal
18,Great Britain,DUJARDIN Charlotte,Equestrian;EQU;,Dressage Team,Bronze Medal
19,Great Britain,FRY Charlotte,Equestrian;EQU;,Dressage Team,Bronze Medal
0,Great Britain,HESTER Carl,Equestrian;EQU;,Dressage Team,Bronze Medal
1,Australia,HOY Andrew,Equestrian;EQU;,Eventing Individual,Bronze Medal
2,France,LAGHOUAG Karim Florent,Equestrian;EQU;,Eventing Team,Bronze Medal
3,France,SIX Christopher,Equestrian;EQU;,Eventing Team,Bronze Medal
4,France,TOUZAINT Nicolas,Equestrian;EQU;,Eventing Team,Bronze Medal
5,Netherlands,van der VLEUTEN Maikel,Equestrian;EQU;,Jumping Individual,Bronze Medal
6,Belgium,DEVOS Pieter,Equestrian;EQU;,Jumping Team,Bronze Medal
7,Belgium,GUERY Jerome,Equestrian;EQU;,Jumping Team,Bronze Medal
8,Belgium,WATHELET Gregory,Equestrian;EQU;,Jumping Team,Bronze Medal
9,Ukraine,REIZLIN Igor,Fencing;FEN;,Men's Épée Individual,Bronze Medal
10,Czech Republic,CHOUPENITCH Alexander,Fencing;FEN;,Men's Foil Individual,Bronze Medal
11,Republic of Korea,KIM Junghwan,Fencing;FEN;,Men's Sabre Individual,Bronze Medal
12,Republic of Korea,KWEON Youngjun,Fencing;FEN;,Men's Épée Team,Bronze Medal
13,Republic of Korea,MA Segeon,Fencing;FEN;,Men's Épée Team,Bronze Medal
14,Republic of Korea,PARK Sangyoung,Fencing;FEN;,Men's Épée Team,Bronze Medal
15,Republic of Korea,SONG Jaeho,Fencing;FEN;,Men's Épée Team,Bronze Medal
16,United States of America,IMBODEN Race,Fencing;FEN;,Men's Foil Team,Bronze Medal
17,United States of America,ITKIN Nick,Fencing;FEN;,Men's Foil Team,Bronze Medal
18,United States of America,MASSIALAS Alexander,Fencing;FEN;,Men's Foil Team,Bronze Medal
19,United States of America,MEINHARDT Gerek,Fencing;FEN;,Men's Foil Team,Bronze Medal
0,Hungary,DECSI Tamas,Fencing;FEN;,Men's Sabre Team,Bronze Medal
1,Hungary,GEMESI Csanad,Fencing;FEN;,Men's Sabre Team,Bronze Medal
2,Hungary,SZATMARI Andras,Fencing;FEN;,Men's Sabre Team,Bronze Medal
3,Hungary,SZILAGYI Aron,Fencing;FEN;,Men's Sabre Team,Bronze Medal
4,Estonia,LEHIS Katrina,Fencing;FEN;,Women's Épée Individual,Bronze Medal
5,ROC,KOROBEYNIKOVA Larisa,Fencing;FEN;,Women's Foil Individual,Bronze Medal
6,France,BRUNET Manon,Fencing;FEN;,Women's Sabre Individual,Bronze Medal
7,Italy,FIAMINGO Rossella,Fencing;FEN;,Women's Épée Team,Bronze Medal
8,Italy,ISOLA Federica,Fencing;FEN;,Women's Épée Team,Bronze Medal
9,Italy,NAVARRIA Mara,Fencing;FEN;,Women's Épée Team,Bronze Medal
10,Italy,SANTUCCIO Alberta,Fencing;FEN;,Women's Épée Team,Bronze Medal
11,Italy,BATINI Martina,Fencing;FEN;,Women's Foil Team,Bronze Medal
12,Italy,CIPRESSA Erica,Fencing;FEN;,Women's Foil Team,Bronze Medal
13,Italy,ERRIGO Arianna,Fencing;FEN;,Women's Foil Team,Bronze Medal
14,Italy,VOLPI Alice,Fencing;FEN;,Women's Foil Team,Bronze Medal
15,Republic of Korea,CHOI Sooyeon,Fencing;FEN;,Women's Sabre Team,Bronze Medal
16,Republic of Korea,KIM Jiyeon,Fencing;FEN;,Women's Sabre Team,Bronze Medal
17,Republic of Korea,SEO Jiyeon,Fencing;FEN;,Women's Sabre Team,Bronze Medal
18,Republic of Korea,YOON Jisu,Fencing;FEN;,Women's Sabre Team,Bronze Medal
19,Mexico,AGUIRRE Eduardo,Football;FBL;,Men,Bronze Medal
0,Mexico,AGUIRRE Erick,Football;FBL;,Men,Bronze Medal
1,Mexico,ALVARADO Roberto,Football;FBL;,Men,Bronze Medal
2,Mexico,ANGULO Jesus,Football;FBL;,Men,Bronze Medal
3,Mexico,ANGULO Ricardo,Football;FBL;,Men,Bronze Medal
4,Mexico,ANTUNA Uriel,Football;FBL;,Men,Bronze Medal
5,Mexico,BELTRAN Fernando,Football;FBL;,Men,Bronze Medal
6,Mexico,CORDOVA Sebastian,Football;FBL;,Men,Bronze Medal
7,Mexico,ESQUIVEL Joaquin,Football;FBL;,Men,Bronze Medal
8,Mexico,JURADO Sebastian,Football;FBL;,Men,Bronze Medal
9,Mexico,LAINEZ Diego,Football;FBL;,Men,Bronze Medal
10,Mexico,LORONA Vladimir,Football;FBL;,Men,Bronze Medal
11,Mexico,MALAGON Luis,Football;FBL;,Men,Bronze Medal
12,Mexico,MARTIN Henry,Football;FBL;,Men,Bronze Medal
13,Mexico,MONTES Cesar,Football;FBL;,Men,Bronze Medal
14,Mexico,MORA Adrian,Football;FBL;,Men,Bronze Medal
15,Mexico,OCHOA Guillermo,Football;FBL;,Men,Bronze Medal
16,Mexico,RODRIGUEZ Carlos,Football;FBL;,Men,Bronze Medal
